Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,247.500000,247.500000,242.475006,243.649994,222.953842,902034
2011-01-04,243.500000,246.000000,241.074997,244.949997,224.143433,1572686
2011-01-05,245.750000,250.000000,242.574997,244.024994,223.297028,1925424
2011-01-06,245.000000,251.500000,244.500000,250.000000,228.764435,1458314
2011-01-07,251.250000,255.875000,243.449997,246.675003,225.721909,2635206
2011-01-10,247.199997,248.000000,236.824997,238.500000,218.241302,1666680
2011-01-11,236.524994,249.500000,234.000000,237.899994,217.692276,1573020
2011-01-12,238.649994,244.199997,230.699997,242.625000,222.015930,1608252
2011-01-13,240.500000,243.975006,237.074997,241.550003,221.032257,1721388
2011-01-14,242.699997,249.074997,235.000000,237.399994,217.234741,1246698
2011-01-17,237.500000,242.000000,231.574997,232.699997,212.933990,1128790
2011-01-18,233.000000,243.925003,233.000000,242.175003,221.604156,1368432
2011-01-19,242.649994,244.500000,235.225006,242.225006,221.649918,3230998
2011-01-20,242.000000,248.175003,238.399994,244.199997,223.457092,2944744
2011-01-21,241.750000,246.000000,241.074997,242.675003,222.061707,704542
2011-01-24,244.500000,245.899994,241.000000,242.375000,221.787155,830160
2011-01-25,243.750000,245.800003,235.574997,236.850006,216.731461,958186
2011-01-27,239.975006,240.324997,229.050003,230.725006,211.126755,2157790
2011-01-28,231.000000,231.000000,217.774994,224.399994,205.338989,4388842
2011-01-31,214.024994,225.750000,214.024994,220.425003,201.701645,2736258
2011-02-01,222.850006,222.850006,211.149994,216.550003,198.155807,2416064
2011-02-02,215.875000,220.875000,215.000000,218.300003,199.757126,1399010
2011-02-03,216.524994,220.250000,214.074997,218.649994,200.077377,2141106
2011-02-04,216.000000,223.425003,205.500000,208.274994,190.583679,2490052
2011-02-07,208.000000,209.350006,203.175003,205.050003,187.632629,1371256
2011-02-08,209.000000,209.000000,197.225006,198.475006,181.616119,4643116
2011-02-09,197.500000,210.750000,196.574997,205.000000,187.586868,3388248
2011-02-10,202.050003,212.375000,202.050003,208.574997,190.858215,3224370
2011-02-11,206.625000,211.625000,206.625000,209.125000,191.361496,1546260
2011-02-14,208.750000,214.949997,207.550003,212.899994,194.815842,2292580
2011-02-15,212.050003,213.500000,207.125000,211.925003,193.923691,1478946
2011-02-16,210.125000,218.250000,205.324997,208.649994,190.926834,1920568
2011-02-17,209.500000,214.725006,205.725006,212.225006,194.198181,3443260
2011-02-18,211.649994,214.975006,211.524994,213.050003,194.953110,2322296
2011-02-21,211.050003,216.199997,211.050003,215.199997,196.920471,1551622
2011-02-22,214.800003,214.800003,206.000000,208.225006,190.537933,2528846
2011-02-23,210.750000,212.449997,207.125000,208.100006,190.423553,1148008
2011-02-24,208.000000,209.925003,201.774994,203.425003,186.145645,4385778
2011-02-25,206.425003,210.500000,205.000000,208.774994,191.041199,2198344
2011-02-28,209.899994,216.125000,208.024994,211.750000,193.763504,2425878
2011-03-01,213.149994,225.000000,213.000000,223.100006,204.149414,2384860
2011-03-03,220.000000,222.699997,213.600006,215.199997,196.920471,2121724
2011-03-04,217.000000,222.625000,215.050003,216.175003,197.812637,2587888
2011-03-07,214.949997,214.949997,206.250000,208.300003,190.606567,1709808
2011-03-08,210.000000,213.300003,209.750000,212.000000,193.992264,1539154
2011-03-09,211.774994,214.500000,205.699997,207.774994,190.126160,2240984
2011-03-10,208.500000,210.475006,205.074997,208.649994,190.926834,2033652
2011-03-11,208.399994,212.000000,207.500000,210.274994,192.413818,1261280
